Name,Count,Species,Length
Champers,2,Dog,8
Champignon,1,Dog,10
Champion,1,Dog,8
Chance,4,Dog,6
Chance (was Cheroke),1,Dog,20
Chance John T,1,Dog,13
Chandilea,1,Dog,9
Chanel,6,Dog,6
Chanelle,2,Dog,8
Chantelle,1,Dog,9
Chanter,1,Dog,7
Chaos,3,Dog,5
Chap,1,Dog,4
Chapman,1,Dog,7
Chappie,2,Dog,7
Chappy,8,Dog,6
Char,1,Dog,4
Charcoal,1,Dog,8
Charcoal (Charkie),1,Dog,18
Chardi,1,Dog,6
Chardonay,2,Dog,9
Chardonnay,2,Dog,10
Chardy,9,Dog,6
Charle,2,Dog,6
Charlee,3,Dog,7
Charlene,1,Dog,8
Charles,3,Dog,7
Charles Winston,1,Dog,15
Charley,13,Dog,7
Charli,46,Dog,6
Charli Rose,1,Dog,11
Charlie,482,Dog,7
Charlie (Brown),1,Dog,15
Charlie Bear,2,Dog,12
Charlie Brown,8,Dog,13
Charlie Buttons,1,Dog,15
Charlie girl,3,Dog,12
Charlie Jeswee Brandon Bo,1,Dog,25
Charlie Sharp,1,Dog,13
Charlie wigglebottom,1,Dog,20
Charlies,1,Dog,8
Charlii,1,Dog,7
Charlotte,26,Dog,9
Charlton,1,Dog,8
Charly,4,Dog,6
Charly-Brown,1,Dog,12
Charm,2,Dog,5
Charma,1,Dog,6
Charol,1,Dog,6
Charvis,1,Dog,7
Charwee,1,Dog,7
Chas,3,Dog,4
Chase,15,Dog,5
Chaser,3,Dog,6
Chasey,1,Dog,6
Chaska,1,Dog,6
Chava,1,Dog,5
Chayce,1,Dog,6
Chazer,1,Dog,6
Cheasta,1,Dog,7
Cheater,1,Dog,7
Cheby,1,Dog,5
Checka,1,Dog,6
Checkers,2,Dog,8
Checko,1,Dog,6
Cheddar,1,Dog,7
Chee,1,Dog,4
Chee Chee,1,Dog,9
Cheebo,1,Dog,6
Cheech,2,Dog,6
CheeCha,1,Dog,7
Cheeko,1,Dog,6
Cheeky,3,Dog,6
Cheeky Girl,1,Dog,11
Chef,2,Dog,4
Chella,1,Dog,6
Chellcee,1,Dog,8
Chelsea,29,Dog,7
Chen-Chen,1,Dog,9
Chenaya,1,Dog,7
Cher,2,Dog,4
Cherie,2,Dog,6
Cherish,2,Dog,7
Cherman,1,Dog,7
Cherri,1,Dog,6
Cherry,9,Dog,6
Cherry Jackson,1,Dog,14
Cherry Lee,1,Dog,10
Chessa,1,Dog,6
Chesta,1,Dog,6
CHESTER,50,Dog,7
Chet,1,Dog,4
Chetah,1,Dog,6
Chev,6,Dog,4
Chevez,1,Dog,6
Chevvy,2,Dog,6
Chevy,24,Dog,5
Chewbaca,1,Dog,8
Chewbacca,1,Dog,9
Chewbacca (Chewy),1,Dog,17
Chewbacker,1,Dog,10
Chewey,1,Dog,6
Chewi,1,Dog,5
Chewie,7,Dog,6
Chewy,9,Dog,5
Cheyenne,1,Dog,8
Chi Chi,1,Dog,7
Chibi,1,Dog,5
Chica,2,Dog,5
Chicane,1,Dog,7
Chich,1,Dog,5
Chichi,1,Dog,6
Chick,1,Dog,5
Chicko,3,Dog,6
Chico,2,Dog,5
Chief,11,Dog,5
Chieko,1,Dog,6
Chiguita,1,Dog,8
Chikhee,1,Dog,7
Chile,2,Dog,5
Chilee,1,Dog,6
Chili,3,Dog,5
Chille,1,Dog,6
Chilli,37,Dog,6
Chillie,2,Dog,7
Chilly,3,Dog,6
Chiltern,1,Dog,8
Chin Chin,2,Dog,9
China,3,Dog,5
Chiney,1,Dog,6
Ching,1,Dog,5
Chinky,1,Dog,6
Chino,4,Dog,5
Chinsan Eren,1,Dog,12
Chio,1,Dog,4
Chip,10,Dog,4
Chippa,3,Dog,6
Chipper,1,Dog,7
Chippy,2,Dog,6
Chips,3,Dog,5
Chiqui,1,Dog,6
Chiquita,3,Dog,8
Chiquitta,1,Dog,9
Chiron,1,Dog,6
Chisel,3,Dog,6
Chiva,1,Dog,5
Chivas,1,Dog,6
Chloe,163,Dog,5
Chloe 2,1,Dog,7
Cho Chang,1,Dog,9
Choban,1,Dog,6
Chobe,1,Dog,5
CHOC,1,Dog,4
Chocco,3,Dog,6
Choccy,1,Dog,6
Chocie,2,Dog,6
Chock,1,Dog,5
Chocko,3,Dog,6
Chocky,1,Dog,6
Choco,4,Dog,5
Chocolate,10,Dog,9
Choda,1,Dog,5
Chok,1,Dog,4
Chokita,1,Dog,7
Chokito,2,Dog,7
Chomp,1,Dog,5
Chompsky,1,Dog,8
Chomsky,1,Dog,7
Chooch,1,Dog,6
Choocho,1,Dog,7
Chooka-Billy,1,Dog,12
Chop,2,Dog,4
Chopa/Percy,1,Dog,11
Choppa,1,Dog,6
Chopper,15,Dog,7
Chops,6,Dog,5
Chopz,1,Dog,5
Choti,1,Dog,5
Chrissie,1,Dog,8
Chrissy,5,Dog,7
Christian Dior,1,Dog,14
Christy,1,Dog,7
Chubb,1,Dog,5
Chubba,1,Dog,6
Chubbs,2,Dog,6
Chubby,2,Dog,6
Chuck,9,Dog,5
Chuck Norris Texas Walker,1,Dog,25
Chuckey,1,Dog,7
Chuckie,1,Dog,7
Chucky,5,Dog,6
Chud,1,Dog,4
Chui,1,Dog,4
Chuky,1,Dog,5
Chula,1,Dog,5
Chumlee,1,Dog,7
Chunky,1,Dog,6
Churchill,1,Dog,9
Churros,1,Dog,7
Chyna,2,Dog,5
Ci Ci,1,Dog,5
Ciccio,1,Dog,6
Cici,1,Dog,4
Cigo,1,Dog,4
Cinda,2,Dog,5
Cinde,1,Dog,5
Cinder,3,Dog,6
Cinder Indigo,1,Dog,13
Cindi,2,Dog,5
Cindy,46,Dog,5
Cindy Lo,1,Dog,8
Cindy Lou,1,Dog,9
Cindy-two,1,Dog,9
Cinna,1,Dog,5
Cinnamon,4,Dog,8
Cinta,2,Dog,5
Ciril,1,Dog,5
Cisco,6,Dog,5
CIVIC,1,Dog,5
CJ,8,Dog,2
Claira,1,Dog,6
Claire,4,Dog,6
Clancey,3,Dog,7
Clancy,15,Dog,6
Clara,3,Dog,5
Clarabel,1,Dog,8
Clare,1,Dog,5
Clark,1,Dog,5
Clarke,1,Dog,6
Clarkey,1,Dog,7
Claude,7,Dog,6
Claudia,1,Dog,7
Claus,1,Dog,5
Clay,5,Dog,4
Clem,2,Dog,4
Clementine,1,Dog,10
Clemintine,1,Dog,10
Clemkirk Cheersquad (Jex),1,Dog,25
Clemmy,1,Dog,6
Cleo,49,Dog,4
Cleopatra,3,Dog,9
Cliff,1,Dog,5
Clifford,5,Dog,8
Cliffy,2,Dog,6
Clive,4,Dog,5
Clo,1,Dog,3
Clodagh,1,Dog,7
Cloe,5,Dog,4
Cloey,1,Dog,5
Cloud,3,Dog,5
Clova,1,Dog,5
Clover,4,Dog,6
Clubby,1,Dog,6
Cluedo,2,Dog,6
Cluny,1,Dog,5
Clutch,1,Dog,6
Clyde,20,Dog,5
Co Co,2,Dog,5
Co-Co,2,Dog,5
Cobain,1,Dog,6
Cobba,1,Dog,5
Cobber,8,Dog,6
Cobey,2,Dog,5
Cobi,2,Dog,4
Coby,20,Dog,4
Cocco,3,Dog,5
Coco,266,Dog,4
Coco Chanel,4,Dog,11
Coco Channel,1,Dog,12
Coco Honey Bun,1,Dog,14
Coco-Nellie,1,Dog,11
Cocoa,15,Dog,5
Coconut,1,Dog,7
Coda,6,Dog,4
Codey,3,Dog,5
Codi,2,Dog,4
CODIE,4,Dog,5
Cody,56,Dog,4
Cody Banks,1,Dog,10
Cofu,1,Dog,4
Cog,1,Dog,3
Cogi,1,Dog,4
Cohen,2,Dog,5
Coke,3,Dog,4
Col,1,Dog,3
Cola,5,Dog,4
Colbolt,1,Dog,7
Colby,3,Dog,5
Coldie,1,Dog,6
Cole,1,Dog,4
Coleby,1,Dog,6
Colin,5,Dog,5
Colleen,1,Dog,7
Collette,1,Dog,8
Collie,1,Dog,6
Collingwood,1,Dog,11
Colombia,1,Dog,8
Colt,1,Dog,4
COMBI,1,Dog,5
Comet,6,Dog,5
Commet,2,Dog,6
Con,1,Dog,3
Conan,4,Dog,5
Conky,1,Dog,5
CONNE,1,Dog,5
Connie,5,Dog,6
Connor,2,Dog,6
Conor,1,Dog,5
Constance (Connie),1,Dog,18
Coobs,1,Dog,5
Cooby,1,Dog,5
Cooch,1,Dog,5
Coodu,1,Dog,5
Coogee,1,Dog,6
Cookie,39,Dog,6
Cooky,1,Dog,5
Cooky Bailey,1,Dog,12
Cooma,1,Dog,5
Coop,1,Dog,4
Coopa,1,Dog,5
Cooper,129,Dog,6
Cooper James,1,Dog,12
Cooper Lucas,1,Dog,12
Cooper Sam,1,Dog,10
Coops,1,Dog,5
Coota,3,Dog,5
Coover,1,Dog,6
Copley,1,Dog,6
Copper,3,Dog,6
Cor-Tan,1,Dog,7
Cora Finn,1,Dog,9
Cordaroy,1,Dog,8
Cordie,1,Dog,6
Corey,2,Dog,5
Corky,1,Dog,5
Corlos,1,Dog,6
Cory,2,Dog,4
Cosby,2,Dog,5
Cosimo,1,Dog,6
Cosmo,26,Dog,5
Cossie,1,Dog,6
Cossimo,1,Dog,7
Cossy,1,Dog,5
Costa,1,Dog,5
COSTER,1,Dog,6
Cougar,18,Dog,6
Couger,1,Dog,6
Courd,1,Dog,5
Courtney,1,Dog,8
Cowboy,1,Dog,6
Cozy,1,Dog,4
Cracka,1,Dog,6
Cracker,2,Dog,7
Crackers,2,Dog,8
Craig,1,Dog,5
Crash,3,Dog,5
Cream,1,Dog,5
Creed,1,Dog,5
Crete,1,Dog,5
Crezzi,1,Dog,6
Crib,1,Dog,4
Cricket,4,Dog,7
Crikey,1,Dog,6
Crissy,1,Dog,6
Crock,1,Dog,5
Crom,1,Dog,4
Cromwell,1,Dog,8
Crosby,1,Dog,6
Cruise,2,Dog,6
Cruiser,3,Dog,7
Cruize,1,Dog,6
Cruizer,2,Dog,7
Crum,1,Dog,4
Crumpet,5,Dog,7
Crunch,1,Dog,6
Crunchy,2,Dog,7
Cruskit,1,Dog,7
Crusty,2,Dog,6
Cruz,9,Dog,4
Cruza,2,Dog,5
Cruze,5,Dog,5
Crystal,23,Dog,7
Cuci,2,Dog,4
Cuddles,10,Dog,7
Cujo,4,Dog,4
Cullen's Billy Jean,1,Dog,19
Culloch,1,Dog,7
Culloden,1,Dog,8
Cup Cake,1,Dog,8
CUPCAKE,1,Dog,7
cupid,2,Dog,5
Curie,1,Dog,5
Curley,2,Dog,6
Curls,1,Dog,5
Curly,7,Dog,5
Curly Sue,1,Dog,9
Curtis,2,Dog,6
Cushla,1,Dog,6
Custard,2,Dog,7
Custard John,1,Dog,12
Custom,1,Dog,6
Cutie,1,Dog,5
Cybi,1,Dog,4
Cybil,1,Dog,5
Cyka,1,Dog,4
Cylee,1,Dog,5
Cypress,2,Dog,7
Cypuer,1,Dog,6
Cyril,1,Dog,5
Cyrus,2,Dog,5
D,1,Dog,1
D- Fer,1,Dog,6
D.J,4,Dog,3
D.J.,1,Dog,4
D'Arcey,1,Dog,7
D'arcy,1,Dog,6
D'artagnan,1,Dog,10
D'Beare,1,Dog,7
D'FA,1,Dog,4
Daffy,1,Dog,5
Dahei,1,Dog,5
Daicos,2,Dog,6
Daigos,1,Dog,6
Daikin,1,Dog,6
Daisey,4,Dog,6
Daisie,2,Dog,6
Daisy,227,Dog,5
Daisy Boo,1,Dog,9
Daisy Clipper,1,Dog,13
Daisy Mae,1,Dog,9
Daisy Precious,1,Dog,14
Daisy-Belle,1,Dog,11
Daizy,1,Dog,5
Dakoda,4,Dog,6
Dakodah,1,Dog,7
Dakota,17,Dog,6
Dalai,1,Dog,5
Dalas,1,Dog,5
DALEY,1,Dog,5
Dali,2,Dog,4
Dallas,4,Dog,6
Dalton,1,Dog,6
Daly,1,Dog,4
Damon,1,Dog,5
Dan,2,Dog,3
Dana,1,Dog,4
Dancer,3,Dog,6
Dancy,1,Dog,5
Dandelion,1,Dog,9
Dandy,1,Dog,5
Dani,1,Dog,4
Danny,8,Dog,5
Danny Boy,1,Dog,9
Dante,3,Dog,5
Danzig,1,Dog,6
Dao Dao,1,Dog,7
Daphine,1,Dog,7
Daphne,7,Dog,6
Darby,6,Dog,5
Darcey,2,Dog,6
Darcy,41,Dog,5
Dare,1,Dog,4
Dario,1,Dog,5
Darko,1,Dog,5
Darky,1,Dog,5
Darla,2,Dog,5
Darling,1,Dog,7
Darmah,1,Dog,6
Darna,1,Dog,5
Darren,1,Dog,6
Darth Vader,1,Dog,11
Dasch,1,Dog,5
Dash,33,Dog,4
Dasha,2,Dog,5
Dashar,1,Dog,6
Dasher,4,Dog,6
Dave,3,Dog,4
Davey,2,Dog,5
David,1,Dog,5
Davidson,1,Dog,8
DAVO,1,Dog,4
Davy,2,Dog,4
Dawes,1,Dog,5
Dawn,1,Dog,4
Dax,4,Dog,3
DAYAH,1,Dog,5
Daytua,1,Dog,6
DD,1,Dog,2
Deago,1,Dog,5
Deakin,1,Dog,6
Deano,1,Dog,5
Deasel,1,Dog,6
Debbie,2,Dog,6
DECIMA,1,Dog,6
Declann,1,Dog,7
Decoda,1,Dog,6
Dedan,1,Dog,5
Dee,3,Dog,3
Dee Cee,1,Dog,7
Dee Dee,3,Dog,7
Dee Jay,2,Dog,7
Dee Oh Gee,1,Dog,10
Deefa,2,Dog,5
Deefer,1,Dog,6
Deegan,2,Dog,6
DeeKay,1,Dog,6
Deelee Dixie,1,Dog,12
Deena,2,Dog,5
Deezal,2,Dog,6
Deezl,1,Dog,5
Degan,1,Dog,5
Deisel,6,Dog,6
Dekoda,1,Dog,6
Dekota,1,Dog,6
Del,1,Dog,3
Delhi,1,Dog,5
Delilah,10,Dog,7
Delilha,1,Dog,7
Della,3,Dog,5
Delly,1,Dog,5
Dellyth,1,Dog,7
Delta,7,Dog,5
Demi,5,Dog,4
Demo,2,Dog,4
Demon,3,Dog,5
DEMPSEY,3,Dog,7
Dennis,7,Dog,6
Dennis Denuto,1,Dog,13
Deno,1,Dog,4
Denver,3,Dog,6
Denzel,4,Dog,6
Dep,1,Dog,3
Derby,1,Dog,5
Derek,3,Dog,5
Deringer,1,Dog,8
Dermie,1,Dog,6
Derrick,1,Dog,7
Des,2,Dog,3
Desiel,2,Dog,6
Desmond,1,Dog,7
Dessi,1,Dog,5
Dessie,1,Dog,6
Destiny,1,Dog,7
Detroit,1,Dog,7
Devan,1,Dog,5
Devas,1,Dog,5
Devil,2,Dog,5
Devo,1,Dog,4
Dewi,1,Dog,4
Dex,2,Dog,3
Dexie/Dexter,1,Dog,12
Dexta,3,Dog,5
Dexter,70,Dog,6
Dezel,1,Dog,5
Dezy,1,Dog,4
Dharma,1,Dog,6
DI,1,Dog,2
Diablo,2,Dog,6
Diago,1,Dog,5
Diamond,6,Dog,7
Diamond (Dee),1,Dog,13
Diamond Lil,1,Dog,11
Dibley,1,Dog,6
Dicey,1,Dog,5
Dickie,1,Dog,6
Didak,1,Dog,5
Diddi,1,Dog,5
Didge,2,Dog,5
Diego,3,Dog,5
Diesal,6,Dog,6
Diesel,158,Dog,6
Digby,14,Dog,5
Digga,2,Dog,5
Digger,33,Dog,6
Diggerette,1,Dog,10
Digit,1,Dog,5
Dihna,1,Dog,5
Dilbert,1,Dog,7
Dilli,1,Dog,5
Dillus,1,Dog,6
Dilly,1,Dog,5
Dima,1,Dog,4
Dime,1,Dog,4
Dimity,1,Dog,6
Dimmy,1,Dog,5
Dina,1,Dog,4
Dinah-Saur,1,Dog,10
Dindi,1,Dog,5
Ding,1,Dog,4
Dinja,1,Dog,5
Dinkie,1,Dog,6
Dinky,1,Dog,5
Dino,6,Dog,4
Dion,1,Dog,4
Dior,3,Dog,4
DIPPY,1,Dog,5
Dipstick,1,Dog,8
Disco,2,Dog,5
Diseal/Dizz,1,Dog,11
Disel,1,Dog,5
Disele,1,Dog,6
Ditch,1,Dog,5
Diva,16,Dog,4
Dixie,7,Dog,5
Dizzee,1,Dog,6
Dizzi,1,Dog,5
Dizzy,10,Dog,5
Dj,9,Dog,2
Django,4,Dog,6
Djugolet,1,Dog,8
Djuke,1,Dog,5
Dobby,7,Dog,5
Doc,3,Dog,3
Dodge,6,Dog,5
Dodger,8,Dog,6
Dodgy,1,Dog,5
Dodi,2,Dog,4
Doey,1,Dog,4
Dog,5,Dog,3
Dogga,1,Dog,5
Doggie,1,Dog,6
Dok,1,Dog,3
Doka,1,Dog,4
Doki,1,Dog,4
Dola,1,Dog,4
Dolce,1,Dog,5
Dollar,2,Dog,6
Dolly,15,Dog,5
Dom,1,Dog,3
Dominic,1,Dog,7
Domino,4,Dog,6
DON,2,Dog,3
Donald,1,Dog,6
Donk,1,Dog,4
Donna,3,Dog,5
Donnie,4,Dog,6
Donny,4,Dog,5
Donut,1,Dog,5
Doobagg Black Jetta,1,Dog,19
Doobie,1,Dog,6
Dooey,1,Dog,5
Doofus,1,Dog,6
Doogal,1,Dog,6
Doogie,5,Dog,6
Doogle,2,Dog,6
Dooke,1,Dog,5
Dookie,2,Dog,6
Dooley,1,Dog,6
Dooza,1,Dog,5
Dora,12,Dog,4
Dora Barry,1,Dog,10
Doris,5,Dog,5
Dorla,1,Dog,5
Dorothy,3,Dog,7
Dorothy (Dotty),1,Dog,15
Dot,12,Dog,3
Dott,1,Dog,4
Dotti,4,Dog,5
Dottie,5,Dog,6
Dotty,1,Dog,5
Doug,13,Dog,4
Dougal,13,Dog,6
Dougald,1,Dog,7
Dougall,3,Dog,7
Dougie,5,Dog,6
Douglas,7,Dog,7
Doza,3,Dog,4
Doza-George,1,Dog,11
Dozer,31,Dog,5
DOZOR,1,Dog,5
Dozr,1,Dog,4
Dozza,1,Dog,5
Dozzer,2,Dog,6
Draco,1,Dog,5
Drae,1,Dog,4
Dragon,1,Dog,6
Draiko,1,Dog,6
Drake,2,Dog,5
Dray,1,Dog,4
Dre,4,Dog,3
Dread,1,Dog,5
Dream,1,Dog,5
Dreamer,1,Dog,7
Drizzy,1,Dog,6
DROVER,1,Dog,6
Drummer,1,Dog,7
Drusilla,1,Dog,8
Duck,2,Dog,4
Dude,2,Dog,4
DUDLEY,20,Dog,6
Duey,1,Dog,4
Duff,1,Dog,4
Duffy,4,Dog,5
Duggie,2,Dog,6
Dujan,1,Dog,5
Duke,48,Dog,4
Dukit,1,Dog,5
Dulux,1,Dog,5
Duma,1,Dog,4
Dumpy,1,Dog,5
Duname Flap Jack,1,Dog,16
Duname Foxy Brown,1,Dog,17
Duname Hope FLoats,1,Dog,18
Duname Lola Fern,1,Dog,16
Duname Mudlark,1,Dog,14
Duname Precious Faith,1,Dog,21
Duname Rum N Raisin,1,Dog,19
Duname Sparrow,1,Dog,14
Duname Sweet Charity,1,Dog,20
Duncan,6,Dog,6
Duneed O What Bliss,1,Dog,19
Duneed Yuri Bentley,1,Dog,19
Duneed Zita,1,Dog,11
Dushka,1,Dog,6
Dusky,2,Dog,5
Dustin,1,Dog,6
Dusty,48,Dog,5
Dutch,2,Dog,5
Dutchie,1,Dog,7
Dweasle,1,Dog,7
Dylan,3,Dog,5
Dyna,2,Dog,4
Dynah,1,Dog,5
Dyno,2,Dog,4
Dyson,5,Dog,5
Dzeko,1,Dog,5
E.J,1,Dog,3
Eadie,3,Dog,5
Earl,11,Dog,4
Easy,1,Dog,4
Ebby,6,Dog,4
Ebee,1,Dog,4
EBONI,1,Dog,5
Ebonii,1,Dog,6
Ebony,35,Dog,5
Ebz (Ebony),1,Dog,11
Eccaboy,1,Dog,7
Eccles,1,Dog,6
Echo,11,Dog,4
Eclipse,2,Dog,7
Ecto,1,Dog,4
Ed,6,Dog,2
Ed Longridge,1,Dog,12
Eddi,1,Dog,4
Eddie,53,Dog,5
Eddy,19,Dog,4
Eddy Betts,1,Dog,10
Eden,2,Dog,4
Edgar,1,Dog,5
Edge,1,Dog,4
Edie,1,Dog,4
Edith,1,Dog,5
Edna,2,Dog,4
Edward,3,Dog,6
Edwina,2,Dog,6
Edynn,1,Dog,5
Eevee,1,Dog,5
Effie,3,Dog,5
Effy,1,Dog,4
Egi,1,Dog,3
Ego,1,Dog,3
Eighty,1,Dog,6
Einstein,2,Dog,8
Eisha,1,Dog,5
Eko,1,Dog,3
Elana,1,Dog,5
Elbie,1,Dog,5
Eleanore,1,Dog,8
Electra,1,Dog,7
Elektra,1,Dog,7
ELENA,1,Dog,5
Elfie,1,Dog,5
Elfy,1,Dog,4
Eli,2,Dog,3
Eli May,1,Dog,7
Elija,1,Dog,5
Elijah,1,Dog,6
Eliza,1,Dog,5
Elizabeth,3,Dog,9
Elka,1,Dog,4
Elkanah,1,Dog,7
Elke,2,Dog,4
Ella,77,Dog,4
Ella Bella Lala Puppy,1,Dog,21
Ella-Rose,1,Dog,9
Elle,10,Dog,4
Elley,2,Dog,5
Elli,7,Dog,4
Elli-May,1,Dog,8
Ellia,1,Dog,5
Ellie,68,Dog,5
Ellie May,3,Dog,9
Elliot,6,Dog,6
Elliott,6,Dog,7
Ellre,1,Dog,5
Elly,22,Dog,4
Elmo,13,Dog,4
Elphata,1,Dog,7
Elphi,1,Dog,5
Elroy,2,Dog,5
Elsa,3,Dog,4
Elsea,1,Dog,5
Elsie,3,Dog,5
Elton,3,Dog,5
Elvis,26,Dog,5
Elwood,5,Dog,6
Emba,1,Dog,4
Ember,5,Dog,5
Emerson Elia,1,Dog,12
Emila,1,Dog,5
Emillye,1,Dog,7
Emily,8,Dog,5
Emlyn,1,Dog,5
Emma,22,Dog,4
Emmett,1,Dog,6
EMMI,2,Dog,4
Emmie,2,Dog,5
Emmy,6,Dog,4
Emmy Lou,1,Dog,8
Emmylou,2,Dog,7
Emu,1,Dog,3
Emza,1,Dog,4
Enby,1,Dog,4
Eneit,1,Dog,5
Enja,1,Dog,4
Enki,1,Dog,4
Enook,1,Dog,5
Envy,1,Dog,4
Enya,2,Dog,4
Enyo,1,Dog,4
Enzo,2,Dog,4
Ephiney,1,Dog,7
Eragon,2,Dog,6
Eric,3,Dog,4
Erickliss,1,Dog,9
Erik,2,Dog,4
Ernest,1,Dog,6
Ernie,16,Dog,5
Ertha,1,Dog,5
Eski,3,Dog,4
Esky,2,Dog,4
Esme,1,Dog,4
Esse,2,Dog,4
Esteban,1,Dog,7
Estelle,1,Dog,7
Esther,1,Dog,6
Esyld,1,Dog,5
Etchells,1,Dog,8
Etna,1,Dog,4
ETOSHA,1,Dog,6
Etta,1,Dog,4
Euan,1,Dog,4
Euro,1,Dog,4
Eva,9,Dog,3
Evan,2,Dog,4
Evaristis Jack Sparrow,1,Dog,22
Eve,6,Dog,3
Evee,1,Dog,4
Everweispark Murphy,1,Dog,19
Evie,31,Dog,4
Evo,1,Dog,3
Evoke,1,Dog,5
Evy,1,Dog,3
Ewok,1,Dog,4
Ezekiel (Zeik),1,Dog,14
Ezra,1,Dog,4
Ezrah,1,Dog,5
Ezri,1,Dog,4
Ezzi,1,Dog,4
Fabbi,1,Dog,5
Fabe,1,Dog,4
Fabio,2,Dog,5
Faccia,1,Dog,6
Fado,1,Dog,4
Faeze,1,Dog,5
Faith,6,Dog,5
Falco,2,Dog,5
Falcor,1,Dog,6
Famo,1,Dog,4
Fang,5,Dog,4
Fannie,1,Dog,6
Fanny,1,Dog,5
Faolan,1,Dog,6
Farli,1,Dog,5
Farren,1,Dog,6
Fat Boy,1,Dog,7
Fate,1,Dog,4
Fatty,5,Dog,5
Fazz,1,Dog,4
Febe,1,Dog,4
Febie,1,Dog,5
fEBY,1,Dog,4
FEE,1,Dog,3
Feebe,1,Dog,5
Feebi,1,Dog,5
Feebie,1,Dog,6
Feegle,1,Dog,6
Fefe,1,Dog,4
Feisti,1,Dog,6
Feistian,1,Dog,8
Felicity,1,Dog,8
Felix,9,Dog,5
Fella,2,Dog,5
Fellow,1,Dog,6
Female Spayed,1,Dog,13
Fenre,1,Dog,5
Fenris,1,Dog,6
Ferdinand,1,Dog,9
Fergal,1,Dog,6
Fergie,5,Dog,6
Fergie Bear,1,Dog,11
Fergus,35,Dog,6
Fern,2,Dog,4
Ferosious,1,Dog,9
Ferrari,1,Dog,7
Ferris,1,Dog,6
Fertie,1,Dog,6
Festa,1,Dog,5
Fez,2,Dog,3
Ffreya,1,Dog,6
Fi,1,Dog,2
Fi Fi,1,Dog,5
Fidel,2,Dog,5
Fifa,1,Dog,4
Fiffi,1,Dog,5
Fifi,15,Dog,4
Filip,1,Dog,5
Fimbo,1,Dog,5
Fimo,1,Dog,4
Fin,2,Dog,3
Finbar,3,Dog,6
Finchy,1,Dog,6
Fini,1,Dog,4
Finian,1,Dog,6
Finlay,1,Dog,6
Finley,3,Dog,6
Finn,16,Dog,4
Finnbar,1,Dog,7
Finnigan,1,Dog,8
Fiona,3,Dog,5
Fipsi,1,Dog,5
Fitz,2,Dog,4
Fitzy,1,Dog,5
Fiyero,1,Dog,6
Flash,16,Dog,5
Flea,2,Dog,4
Fleck,1,Dog,5
Flek,1,Dog,4
Fletch,6,Dog,6
Fletcher,10,Dog,8
Fleur,5,Dog,5
Flick,6,Dog,5
Flicka,2,Dog,6
Flinders (Flin),1,Dog,15
Flint,2,Dog,5
Flinty,1,Dog,6
Flip,7,Dog,4
Flipper,1,Dog,7
Flirt,1,Dog,5
Flo,7,Dog,3
Floki,1,Dog,5
Flop,1,Dog,4
Flora,1,Dog,5
Florence,2,Dog,8
Floss,6,Dog,5
Flossie,6,Dog,7
Flossy,5,Dog,6
Flow,1,Dog,4
Flower,1,Dog,6
Floyd,27,Dog,5
Fluff,2,Dog,5
Fluffy,14,Dog,6
Fluke,2,Dog,5
Fly,2,Dog,3
Flyn,1,Dog,4
Flynn,18,Dog,5
Foggy,1,Dog,5
Foley,1,Dog,5
Fonzie,8,Dog,6
Fooey,1,Dog,5
Forby,1,Dog,5
Forest,1,Dog,6
Forrest,1,Dog,7
Fosca,1,Dog,5
Foucault,1,Dog,8
Fox,1,Dog,3
Foxie,3,Dog,5
Foxy,8,Dog,4
Foz,1,Dog,3
Fozzi,1,Dog,5
Fozzie,1,Dog,6
Fragazza,1,Dog,8
Francis John,1,Dog,12
Frank,24,Dog,5
Franke,1,Dog,6
Frankfurt,1,Dog,9
Franki,1,Dog,6
Frankie,72,Dog,7
Franklin,18,Dog,8
Franklyn,1,Dog,8
Franky,3,Dog,6
Frasier,1,Dog,7
Frazzle,1,Dog,7
Freckle,2,Dog,7
Freckles,6,Dog,8
Fred,26,Dog,4
Freda,2,Dog,5
Freddi,1,Dog,6
Freddie,12,Dog,7
Freddo,1,Dog,6
Freddy,11,Dog,6
Freeman,1,Dog,7
Frehley,1,Dog,7
Freia,2,Dog,5
Freida,1,Dog,6
Frekels,1,Dog,7
Frenchie,1,Dog,8
Frenchy,2,Dog,7
Frenzal,2,Dog,7
Freya,7,Dog,5
Freyer,2,Dog,6
Freyja,4,Dog,6
Frida,2,Dog,5
Frieda,2,Dog,6
Frisco,1,Dog,6
Friskit,1,Dog,7
Fritz,4,Dog,5
Fritze,1,Dog,6
Fritzel,1,Dog,7
Fritzy,1,Dog,6
FRIZ,1,Dog,4
Frizzy,1,Dog,6
Frodo,4,Dog,5
Frog,1,Dog,4
Frost,1,Dog,5
Frostie,2,Dog,7
Frosty,2,Dog,6
Frothy,1,Dog,6
Froy,1,Dog,4
Fudge,16,Dog,5
Fue,1,Dog,3
Fuji,1,Dog,4
Fujiko,1,Dog,6
Furball,1,Dog,7
Furbi,1,Dog,5
Fury,1,Dog,4
Fushia,1,Dog,6
Futura Jake,1,Dog,11
Futura Lake,1,Dog,11
Fuyu,1,Dog,4
Fuzz,1,Dog,4
Fuzzy,1,Dog,5
Fynn,1,Dog,4
G.T,1,Dog,3
G.T.,1,Dog,4
Gabby,9,Dog,5
Gabi,2,Dog,4
Gabriel,1,Dog,7
Gaby,2,Dog,4
